chunk_size,bottleneck_dim,compression_ratio,num_chunks,num_sentences,training_time,final_train_loss,final_val_loss,mse,avg_cosine_similarity,min_cosine_similarity,max_cosine_similarity,std_cosine_similarity,avg_semantic_similarity,min_semantic_similarity,max_semantic_similarity,std_semantic_similarity,timestamp
7,16,24.0,864,6050,0.5262186527252197,0.0018987030489370227,0.0019181194948032498,0.001937905210070312,0.5020012855529785,0.04498077929019928,0.7073110342025757,0.12052593380212784,0.5020012855529785,0.04498078674077988,0.7073109745979309,0.12052594125270844,2025-10-02T13:58:05.928950
7,32,12.0,864,6050,0.38474488258361816,0.0020346157252788544,0.001994164427742362,0.002057551173493266,0.4581927955150604,-0.047570668160915375,0.6945334076881409,0.1185903400182724,0.4581927955150604,-0.04757068306207657,0.6945333480834961,0.118590347468853,2025-10-02T13:58:07.066851
7,64,6.0,864,6050,0.29041218757629395,0.0020415817853063345,0.0020711154211312532,0.0019840740133076906,0.4882785379886627,-0.012667521834373474,0.7362096309661865,0.10662886500358582,0.4882785379886627,-0.012667513452470303,0.7362097501754761,0.10662887990474701,2025-10-02T13:58:08.109976
7,128,3.0,864,6050,0.34392595291137695,0.0020419463980942965,0.0020131580531597137,0.0020013651810586452,0.48128050565719604,0.049197666347026825,0.6988906264305115,0.11504378169775009,0.48128050565719604,0.04919767007231712,0.6988906860351562,0.11504378914833069,2025-10-02T13:58:09.209756
7,256,1.5,864,6050,0.4025588035583496,0.0020384392701089382,0.0019716403912752867,0.0020215206313878298,0.47301071882247925,0.044643327593803406,0.6973447203636169,0.11122933775186539,0.47301071882247925,0.044643331319093704,0.6973446607589722,0.11122934520244598,2025-10-02T13:58:10.365423
10,16,24.0,605,6050,0.5201787948608398,0.0018296982161700726,0.001826880732551217,0.0017829814460128546,0.5616105794906616,0.3499627113342285,0.7373709082603455,0.07822969555854797,0.5616105794906616,0.34996262192726135,0.7373708486557007,0.07822968810796738,2025-10-02T13:58:11.572534
10,32,12.0,605,6050,0.37370824813842773,0.0019767589401453733,0.0019352176459506154,0.0019222113769501448,0.5121350884437561,0.05758605897426605,0.6909098625183105,0.1100795716047287,0.5121350884437561,0.05758605897426605,0.6909098625183105,0.1100795716047287,2025-10-02T13:58:12.634374
10,64,6.0,605,6050,0.5168285369873047,0.0019494285807013512,0.0019687004387378693,0.002021349733695388,0.4735754430294037,-0.032317154109478,0.7391688227653503,0.1330520212650299,0.4735754132270813,-0.032317161560058594,0.7391687631607056,0.1330520361661911,2025-10-02T13:58:13.832784
10,128,3.0,605,6050,0.2394270896911621,0.0019928845576941967,0.0018924693576991558,0.001956638414412737,0.4986848533153534,0.3098836839199066,0.7144933938980103,0.09032769501209259,0.4986848533153534,0.30988365411758423,0.7144933938980103,0.09032770246267319,2025-10-02T13:58:14.758690
10,256,1.5,605,6050,0.2129836082458496,0.001975569175556302,0.001937392051331699,0.0020448113791644573,0.464567095041275,-0.039924655109643936,0.6832696199417114,0.1502799242734909,0.4645671248435974,-0.03992466628551483,0.6832696199417114,0.1502799242734909,2025-10-02T13:58:15.661181
50,16,24.0,121,6050,0.29545021057128906,0.0016608432633802295,0.001568257575854659,0.0015973993577063084,0.623073160648346,0.427857905626297,0.7351866960525513,0.07730738073587418,0.6230730414390564,0.4278579354286194,0.735186755657196,0.07730738818645477,2025-10-02T13:58:16.335446
50,32,12.0,121,6050,0.4357435703277588,0.0014313996070995927,0.001352811581455171,0.0016481116181239486,0.6026642322540283,0.38040751218795776,0.7532941102981567,0.11316008865833282,0.6026642322540283,0.380407452583313,0.7532941102981567,0.11316009610891342,2025-10-02T13:58:17.151795
50,64,6.0,121,6050,0.3569364547729492,0.0016154039185494184,0.0015201119240373373,0.0016596431378275156,0.6023648381233215,0.19732224941253662,0.7451931238174438,0.12863507866859436,0.6023648381233215,0.19732224941253662,0.7451930046081543,0.12863507866859436,2025-10-02T13:58:17.888750
50,128,3.0,121,6050,0.3287475109100342,0.001613450818695128,0.0016581298550590873,0.0015163249336183071,0.6472002267837524,0.2024751603603363,0.7644881010055542,0.14111444354057312,0.6472002267837524,0.20247511565685272,0.7644881010055542,0.14111444354057312,2025-10-02T13:58:18.598443
50,256,1.5,121,6050,0.22957587242126465,0.0016150216106325388,0.0015847627073526382,0.0017412618035450578,0.5772085785865784,0.43668273091316223,0.7501095533370972,0.09080186486244202,0.5772085785865784,0.4366827607154846,0.7501096725463867,0.090801902115345,2025-10-02T13:58:19.159169
100,16,24.0,60,6050,0.17363953590393066,0.0015900363214313984,0.0015763739356771111,0.0017376651521772146,0.5782012939453125,0.5033776164054871,0.7030494809150696,0.06502105295658112,0.5782012343406677,0.5033775568008423,0.7030496001243591,0.0650211051106453,2025-10-02T13:58:19.647472
100,32,12.0,60,6050,0.24987578392028809,0.0015368476742878556,0.0017470424063503742,0.0015377694508060813,0.6398773789405823,0.504163384437561,0.7517643570899963,0.07927849888801575,0.6398773193359375,0.5041634440422058,0.7517642974853516,0.07927845418453217,2025-10-02T13:58:20.220177
100,64,6.0,60,6050,0.18561840057373047,0.0015449045458808541,0.001818586140871048,0.0014981480780988932,0.6517305374145508,0.4292547106742859,0.7527203559875488,0.11151569336652756,0.6517305374145508,0.4292546510696411,0.7527203559875488,0.11151570826768875,2025-10-02T13:58:20.712545
100,128,3.0,60,6050,0.12016010284423828,0.001653303042985499,0.0014709726674482226,0.0015021514846011996,0.6512703895568848,0.5634641647338867,0.7374463677406311,0.06722572445869446,0.6512703895568848,0.5634642243385315,0.7374463081359863,0.06722569465637207,2025-10-02T13:58:21.102651
100,256,1.5,60,6050,0.26755738258361816,0.0015490831574425101,0.001634098938666284,0.0016346988268196583,0.610693633556366,0.5586494207382202,0.6942224502563477,0.054109714925289154,0.610693633556366,0.5586494207382202,0.6942224502563477,0.05410972982645035,2025-10-02T13:58:21.682328
